web-scraper-order,web-scraper-start-url,subject,title,comment_number,description,pagination,pagination-href
"1541625424-1748","https://www.nogomania.com/Novice.aspx","Evropske lige","""Messi se je spremenil, je vodja Barcelone!""","20","Predsednik katalonskega giganta Josep Bartomeu je spregovoril za španske medije in med drugim znova izpostavil, da Lionel Messi (p)ostaja vodja kluba na terenu in izven njega.","","https://www.nogomania.com/Novice.aspx?pid=113"
"1541625183-1275","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Neznani Rus iz Panathainaikosa v Celje","1","Celjani so sklenili triletno pogodbo z ruskim branilcem Morisom Nusuevim, ki je bil nazadnje registrian za grški Panathinaikos, a so podatki o njegovi dosedanji karieri nadvse skopi.","","https://www.nogomania.com/Novice.aspx?pid=71"
"1541625060-1033","https://www.nogomania.com/Novice.aspx","Evropske lige","Bernardo: Z Monacom bi bili evropski prvaki","2","Portugalec Bernardo Silva je pri Monacu doživel uveljavitev v evropskem nogometu. Časov v kneževini se rad spominja in verjame, da je moštvu malo manjkalo za naslov evropskega prvaka.","","https://www.nogomania.com/Novice.aspx?pid=50"
"1541624971-738","https://www.nogomania.com/Novice.aspx","Evropske lige","Ligue 1: PSG dobil veliki derbi Ligue 1","0","Thierry Henry z Monacom še vedno čaka na prvo zmago, v 11. krogu Ligue 1 je le remiziral z Dijonom. Veliki derbi v Marseillu se je končal z zmago PSG.","","https://www.nogomania.com/Novice.aspx?pid=24"
"1541626329-3664","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=280"
"1541625380-1663","https://www.nogomania.com/Novice.aspx","Evropske lige","Atalanta v nove izzive z Gasperinijem na čelu","0","Vodstvo italijanske Atalante je podaljšalo pogodbo s trenerjem Gian Pierom Gasperinijem, ki je v  zadnjih dveh sezonah na klopi prvoligaša iz Bergama beležil lepe uspehe.","","https://www.nogomania.com/Novice.aspx?pid=105"
"1541625654-2234","https://www.nogomania.com/Novice.aspx","Evropske lige","Vinicius debitiral za Castillo","0","Brazilski najstnik Vinicius Junior, za katerega je Real Madrid plačal kar 45 milijonov evrov, ima za seboj svoj prvi uradni nastop v Španiji. V majici Castille je debitiral na tekmi tretje španske lige.","","https://www.nogomania.com/Novice.aspx?pid=155"
"1541624950-627","https://www.nogomania.com/Novice.aspx","Evropske lige","Nadaljeval bom očetove sanje","0","Po dneh žalovanja se je oglasil sin preminulega lastnika Leicester Cityja Vichaija Srivaddhanaprabhe, navijačem izrazil globoko zahvalo ter napovedal, kaj se bo s klubom dogajalo po očetovi smrti.","","https://www.nogomania.com/Novice.aspx?pid=15"
"1541625947-2852","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Neymar: Včasih res pretiravam","14","V posebnem videu, ki ga je posnel za svojega sponzorja, je Neymar javnosti priznal, da ob prekrških včasih res pretirava. Dolgo časa je trajalo, da se je zvezdnik PSG naučil sprejemati kritike.","","https://www.nogomania.com/Novice.aspx?pid=209"
"1541626307-3608","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Olimpija na prvi tekmi do visoke zmage","5","Olimpija je v Brežicah odigrala šele prvo prijateljsko tekmo v pripravljalnem obdobju in visoko s 4:0 premagala tretjeligaša Šampiona iz Celja. Zadetek novinca Andrije Kaludjerovića, dvakrat zadel Daniel Avramovski.","","https://www.nogomania.com/Novice.aspx?pid=276"
"1541625242-1349","https://www.nogomania.com/Novice.aspx","Evropske lige","Jurica Buljat pred vrati Mure","0","Nekdanji branilec Hajduka in številnih tujih klubov Jurica Buljat je po naših informacijah zelo blizu sklenitvi dogovora z Muro iz Murske Sobote. Na višku moči je dvakrat celo zaigral za izbrano vrsto Hrvaške.","","https://www.nogomania.com/Novice.aspx?pid=78"
"1541625488-1887","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Džeko je ob zmagi nad Avstrijo postal rekorder","1","BiH je pod vodstvom Roberta Prosinečkega na drugi tekmi lige narodov proti Avstriji vknjižila še drugo zmago. Napadalec Edin Džeko do rekordnega dosežka.","","https://www.nogomania.com/Novice.aspx?pid=125"
"1541626066-3115","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Gnezda Čerin še štiri leta v Domžalah","0","V Domžalah so sklenili dolgoročno pogodbo z 19-letnim vezistom Adamom Gnezdo Čerinom, ki se je v prejšnji sezoni prebil in obdržal v članski ekipi Domžal.","","https://www.nogomania.com/Novice.aspx?pid=232"
"1541626141-3277","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=246"
"1541626164-3324","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Foto: Olimpija predstavila nov dres","13","Olimpija ima nov dres za sezono 2018/2019. Dres je posvečen ljubljanski navijaški skupini Green Dragons, ki letos praznuje 30 let obstoja.","","https://www.nogomania.com/Novice.aspx?pid=251"
"1541625659-2243","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Kronaveter: Videli ste pravo Olimpijo","7","Prvi polčas Olimpije v domžalskem Športnem parku je bil odličen, pravi strelec prvega gola Zmajev včeraj Rok Kronaveter, ki zdaj pričakuje boljše igre.","","https://www.nogomania.com/Novice.aspx?pid=156"
"1541625100-1125","https://www.nogomania.com/Novice.aspx","Evropske lige","Ajaxov ""totalni branilec"" za prihodnost Barcelone","11","Frenkie de Jong ni več prva tarča Barcelone iz vrst Ajaxa. Slaba forma Gerarda Piqueja je misli katalonskega velikana preusmerila v branilca, ki ga zastopa Mino Raiola in bi bil drag kot žefran.","","https://www.nogomania.com/Novice.aspx?pid=58"
"1541626322-3650","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Abdou Diallo za 28 milijonov evrov v Dortmund","0","Borussia iz Dortmunda je opravila drugi najdražji nakup branilca v zgodovini Bundeslige. Za 28 milijonov evrov je iz Mainza kupila francoskega branilca Abdoua Dialloja.","","https://www.nogomania.com/Novice.aspx?pid=279"
"1541626398-3799","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Suarez za drugo zmago Urugvaja","4","Urugvaj je z drugo zmago že uvrščen v naslednji krog svetovnega prvenstva. Zadetek Luisa Suareza je bil dovolj, da je Urugvaj v drugem krogu premagal Saudovo Arabijo, ki je odigrala precej bolje kot proti Rusiji.","","https://www.nogomania.com/Novice.aspx?pid=292"
"1541626200-3391","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","FIFA izrekla opozorilo Subašiću","14","Mednarodna nogometna zveza (FIFA) je izrekla opozorilo hrvaškemu vratarju Danijelu Subašiću, ker pod dresom nosi majico s fotografijo pokojnega prijatelja.","","https://www.nogomania.com/Novice.aspx?pid=257"
"1541626114-3216","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","N'Golo Kante: Dvanajsti igralec","20","Francoski reprezentant N'Golo Kante ne zabija golov, ne asistira, ne boža žoge in je ne poriva med nogami nasprotnikov, a je vseeno po univerzalnem prepričanju mnogih ključni mož francoske reprezentance.","","https://www.nogomania.com/Novice.aspx?pid=241"
"1541625744-2413","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","1. SNL: Maribor zdaj trdno zasidran na vrhu","33","Maribor je v petem krogu razbil Olimpijo na večnem derbiju v Ljubljani in hkrati izkoristil kiks Domžal v Novi Gorici. Zdaj na lestvici 1. SNL prepričljivo vodi s štirimi točkami prednosti. Olimpija je šele sedma.","","https://www.nogomania.com/Novice.aspx?pid=171"
"1541624995-866","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=35"
"1541625424-1751","https://www.nogomania.com/Novice.aspx","Evropske lige","V Liverpool se je zaljubil s pomočjo igrice","3","Egipčanski zvezdnik Mohamed Salah je razkril, da se je v Liverpool zaljubil že pred leti. A ne zaradi občudovanja posameznikov ali uspehov kluba, pač pa, ker so bili odlični v priljubljeni igrici.","","https://www.nogomania.com/Novice.aspx?pid=113"
"1541625834-2592","https://www.nogomania.com/Novice.aspx","Evropske lige","Theo Hernandez na posojo v Real Sociedad","3","Real iz Madrida v novi sezoni ne bo računal na mladega bočnega branilca Thea Hernandeza, ki bo dragocene izkušnje kot posojen igralec Madridčanov nabiral pri Real Sociedadu.","","https://www.nogomania.com/Novice.aspx?pid=187"
"1541625023-931","https://www.nogomania.com/Novice.aspx","Evropske lige","Reus prvi zmagovalec novega izbora","0","Nemška Bundesliga je po vzoru iz ostalih najmočnejših prvenstev predstavila izbor najboljšega igralca meseca, ki je določen na podlagi indeksov ter glasov strokovnjakov in navijačev.","","https://www.nogomania.com/Novice.aspx?pid=41"
"1541625682-2285","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Berić znova v kadru Saint-Etienna","2","Robert Berić bo v tretjem krogu francoske Ligue 1 v kadru za obračun Saint-Etienna in Montpellierja ter posledično upal na prve ligaške minute to sezono.","","https://www.nogomania.com/Novice.aspx?pid=160"
"1541624948-618","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=14"
"1541625733-2396","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=169"
"1541626218-3430","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Eriksson opozarja Angleže: Pazite se Švedske","11","Nekdanji angleški selektor Sven-Goran Eriksson opozarja Angleže, da naj bodo v četrtfinalu svetovnega prvenstva v Rusiji ekstremno previdni. Švedska igra kolektivno in je izjemno močna.","","https://www.nogomania.com/Novice.aspx?pid=260"
"1541626129-3244","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Olimpija: Ko občutek vara","15","KOMENTAR: Olimpijina uvodna tekma sezone je potrdila domneve, da pretresi v klubu in ekipi ne bodo minili brez negativnih posledic. Znova je prisoten občutek, da bi Olimpija lahko storila več, a je v resnici pogrnila.","","https://www.nogomania.com/Novice.aspx?pid=244"
"1541625860-2657","https://www.nogomania.com/Novice.aspx","Evropske lige","Malcuit okrepil obrambo Napolija","0","Italijanski podprvak Napoli je sklenil štiriletno pogodbo s francoskim bočnim branilcem Kevinon Malcuitom, kar bi lahko signaliziralo odhod odličnega Albanca Eldeida Hysaja.","","https://www.nogomania.com/Novice.aspx?pid=192"
"1541625230-1330","https://www.nogomania.com/Novice.aspx","Evropski pokali","Liga prvakov: Črn večer za Angleže","50","Tottenham in Liverpool sta na sredinih derbijih večera v ligi prvakov ostala praznih rok. Spurs so doma izgubili proti razigrani Barceloni, Lorenzo Insigne pa je v zadnji minuti srečanja pokopal Liverpool.","","https://www.nogomania.com/Novice.aspx?pid=76"
"1541625064-1049","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=51"
"1541626298-3603","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Sturm premočan za Domžale","0","Domžalčani so se na prijateljski tekmi pomerili proti avstrijskemu pokalnemu zmagovalcu Sturmu in izgubili z 1:3. Edini zadetek za Domžale je dosegel Agim Ibraimi.","","https://www.nogomania.com/Novice.aspx?pid=275"
"1541626087-3144","https://www.nogomania.com/Novice.aspx","Evropske lige","Bobić ne dvomi v to, da bo Bayern prvak","5","Fredi Bobić, ki je kot športni direktor Eintrachta izgubil trenerja Nika Kovača, je prepričan v to, da bo Bayern tudi v novi sezoni nemški prvak.","","https://www.nogomania.com/Novice.aspx?pid=235"
"1541626307-3611","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Brazilija Srbiji ni dovolila presenetiti","7","Na prvi pogled se je zdelo, da Brazilija igra z ročno zavoro. Skupaj pa so Brazilci proti Srbiji spravili dovolj, da so tekmo dobili in osvojili prvo mesto v skupini. Srbe je pokopal poceni prejeti prvi gol.","","https://www.nogomania.com/Novice.aspx?pid=276"
"1541625064-1039","https://www.nogomania.com/Novice.aspx","Evropske lige","Milan rešil zelo pomembno pogodbeno vprašanje","3","Vodstvo italijanskega velikana Milana je uspešno sklenilo dalj časa trajajoče pogovore z nogometašem, na katerega v taboru nekoč enega najboljših evropskih klubov polagajo velike upe.","","https://www.nogomania.com/Novice.aspx?pid=51"
"1541626288-3578","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=273"
"1541625654-2231","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Boben in Majer iščeta nov klub","4","V ruskem prvoligašu Rostovu so prečrtali oba slovenska nogometaša. Branilec Matija Boben in vezist Žan Majer iščeta nov klub. V tej sezoni sta brez nastopa.","","https://www.nogomania.com/Novice.aspx?pid=155"
"1541625725-2381","https://www.nogomania.com/Novice.aspx","Evropske lige","Barca Rafinho pošilja v Betis","46","Brazilec Rafinha tudi v novi sezoni ne bo igral za Barcelono. Ta ga ne želi več posojati, pač pa prodati, kot najbolj verjetna naslednja desetinacija pa se je pojavil Betis.","","https://www.nogomania.com/Novice.aspx?pid=168"
"1541625982-2932","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=216"
"1541626057-3093","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Zobozdravnik ne bo več islandski selektor","0","Heimir Hallgrimsson se je odločil, da ne bo več vodil reprezentance Islandije, s katero je nastopil na mundialu v Rusiji. Z reprezentanco je delal zadnjih sedem let.","","https://www.nogomania.com/Novice.aspx?pid=230"
"1541625600-2114","https://www.nogomania.com/Novice.aspx","Evropski pokali","Real je prvi favorit lige prvakov","11","Real Madrid ima tradicijo, nedavne uspehe in nesporno kakovost. Zaradi tega Ronaldo svoj bivši klub vidi kot prvega favorita v novi sezoni lige prvakov.","","https://www.nogomania.com/Novice.aspx?pid=145"
"1541625095-1109","https://www.nogomania.com/Novice.aspx","Evropske lige","Skavt: Lillov trio Bip Bip","9","Kar 14 od Lillovih 17 golov v francoski Ligue 1 so v tej sezoni dosegli trije igralci. Mladeniči, ki združujejo domišljijo, hitrost in energijo ter so skupaj postali strah vzbujajoči trio Bip Bip.","","https://www.nogomania.com/Novice.aspx?pid=57"
"1541626146-3284","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Cristiano Ronaldo, hvala!","1","Pri madridskem Realu so se od velikega zvezdnika Cristiana Ronalda poslovili s posebnim videom, v katerem so zbrali nekaj izjemnih trenutkov. Več v videu.","","https://www.nogomania.com/Novice.aspx?pid=247"
"1541625008-908","https://www.nogomania.com/Novice.aspx","Evropske lige","Zdravniki so potrdili: Messi je poškodovan","9","Že na prvi pogled, ko je padel na tla in se zvijal od bolečine, je kazalo, da ne gre za nedolžno poškodbo. Lionel Messi je nato v bolnišnici dobil potrditev, da ga čaka mirovanje. To je hud udarec za Barcelono.","","https://www.nogomania.com/Novice.aspx?pid=39"
"1541626432-3860","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Odločen začetek rdečih vragov","1","Belgija je prvenstvo, na katerem skrivaj goji zelo visoke ambicije, odprla s prepričljivo zmago proti Panami, ki je na svojem debiju na SP izgubila z 0:3. Romelu Lukaku z dvema goloma igralec tekme.","","https://www.nogomania.com/Novice.aspx?pid=298"
"1541625907-2761","https://www.nogomania.com/Novice.aspx","Evropske lige","Mar Parma pripravlja senzacijo?","1","Športni direktor Parme, povratnika v Serie A, Daniele Faggiano je potrdil, da se je sestal z zastopnikom Maria Balotellija. Opozarja pa, da mora klub paziti na denar.","","https://www.nogomania.com/Novice.aspx?pid=201"
"1541625982-2929","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Brazilijo bo v Katar popeljal Tite","4","Brazilska nogometna zveza je podaljšala pogodbo s selektorjem Titejem, ki bo imel možnost Brazilijo voditi na svetovnem prvenstvu v Katarju čez štiri leta.","","https://www.nogomania.com/Novice.aspx?pid=216"
"1541626079-3134","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Mbappe vse premije za naslov podaril humanitarni organizaciji","10","Mladi francoski zvezdnik bo vseh 500 tisoč evrov, kolikor jih je zaslužil z nastopi na svetovnem prvenstvu, podaril humanitarni organizaciji, ki športno izobražuje invalidne ter hospitalizirane otroke.","","https://www.nogomania.com/Novice.aspx?pid=234"
"1541626347-3704","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Kroos: Škodoželjneži, ne boste se nas znebili","13","Odlični vezist nemške reprezentance Toni Kroos je po zlata vrednem zadetku in zmagi Nemčije proti Švedski škodoželjnežem v domovino poslal prav posebno sporočilo.","","https://www.nogomania.com/Novice.aspx?pid=284"
"1541625102-1139","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Danny Rose zapušča tabor Anglije","0","Danny Rose je že zapustil tabor angleške reprezentance in se je vrnil pod okrilje londonskega Tottenhama. Razlog tiči v manjši poškodbi, ki mu bo onemogočila nastopanje v aktualnem reprezentančnem terminu.","","https://www.nogomania.com/Novice.aspx?pid=59"
"1541624980-778","https://www.nogomania.com/Novice.aspx","Evropske lige","Krško: V nas je tudi vijolična kri","14","V taboru Krškega so se priklonili Mariboru in se z javnim pismom Mariborčanom poklonili za uspehe v evropskih pokalih, ki bodo vplivali tudi na njihovo strategijo dela z mladimi igralci.","","https://www.nogomania.com/Novice.aspx?pid=28"
"1541625365-1630","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Gorica z zmago skočila na drugo mesto","1","Nogometaši Gorice so prvo četrtino prvenstva zaključili z zmago proti Krškemu, kar jih (vsaj do jutri) uvršča na visoko drugo mesto na lestvici.","","https://www.nogomania.com/Novice.aspx?pid=102"
"1541625313-1504","https://www.nogomania.com/Novice.aspx","Evropske lige","Ajaxov čudežni deček v štirih dneh podrl dva rekorda","0","Komaj 16-letni Ryan Gravenberch je morda naslednji veliki biser nizozemskega nogometa. V zgolj štirih dneh je postal najmlajši debitant in najmlajši strelec zadetka v zgodovini Ajaxa!","","https://www.nogomania.com/Novice.aspx?pid=91"
"1541625471-1849","https://www.nogomania.com/Novice.aspx","Evropske lige","Nekdanja zvezda Hajduka Ante Vukušić v Krškem!","4","Krško je po Daliborju Volašu v svoje vrste zvabilo še 27-letnega Hrvata Anteja Vukušića, za katerega je pred leti Hajduk iz Splita ob prestopu v Italijo iztržil skoraj 4 milijone evrov.","","https://www.nogomania.com/Novice.aspx?pid=122"
"1541625687-2294","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Cavani po poškodbi znova v kadru PSG","0","Prvič po poškodbi na svetovnem prvenstvu junija letos bo Edinson Cavani v kadru za tekmo. Konkuriral bo za nastop na ligaški tekmi med PSG in Angersom.","","https://www.nogomania.com/Novice.aspx?pid=161"
"1541625100-1127","https://www.nogomania.com/Novice.aspx","Evropske lige","Matthaus: James je preveč egoističen!","2","Legenda Nemčije in Bayerna iz Munchna Lothar Matthaus je močno udaril v smeri Jamesa Rodrigueza. Pravi, da je Kolumbijec preveč egoističen, povod pa je bilo nespoštovanje do kluba in trenerja.","","https://www.nogomania.com/Novice.aspx?pid=58"
"1541624980-783","https://www.nogomania.com/Novice.aspx","Evropski pokali","Liga Europa: Milan spet razočaral","23","Milan je po porazu na mestnem derbiju doživel še boleč evropski poraz, Dinamo iz Zagreba pa je na dobri poti k suvereni uvrstitvi v zaključne boje evropske lige. Do pomembne evropske zmage tudi Arsenal.","","https://www.nogomania.com/Novice.aspx?pid=28"
"1541626158-3316","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Vukojević: Rusi, oprostite","9","Izključeni član strokovnega štaba hrvaške reprezentance Ognjen Vukojević trdi, da njegovo posvetilo Ukrajini ni imelo nikakršne politične konotacije. Rusom se je kljub temu opravičil.","","https://www.nogomania.com/Novice.aspx?pid=250"
"1541625654-2225","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Video: Pastore že obnorel navijače Rome","4","Javierju Pastoreju je povratek v Serie A, kjer je igral najbolje v karieri, dobro del. Poglejte si, kako fantastičen gol je Argentinec dosegel na ponedeljkovi tekmi proti Atalanti.","","https://www.nogomania.com/Novice.aspx?pid=155"
"1541626437-3872","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Milanič: Negotovost v klubu vpliva name","17","Pogovarjali smo se z Darkom Milaničem, ki je v minuli sezoni z ligo prvakov prišel do krone trenerske kariere. A ker je Maribor izgubil naslov, lanska sezona še vedno skeli. V novi sezoni obljublja še boljši Maribor.","","https://www.nogomania.com/Novice.aspx?pid=299"
"1541626014-2996","https://www.nogomania.com/Novice.aspx","Slovenski nogomet","Stojanović bo novi trener Levskega","0","Bolgarski portal Sportal.bg poroča, da bo nekdanji slovenski selektor Slaviša Stojanović v kratkem uradno imenovan za novega trenerja bolgarskega velikana Levskega iz Sofije.","","https://www.nogomania.com/Novice.aspx?pid=222"
"1541625152-1238","https://www.nogomania.com/Novice.aspx","Evropske lige","Kovač ve, da nad njim že visi meč","9","Nemški mediji so si enotni: Bayern je v krizi. Za Nikom Kovačem je samo enajst tekem, pa se nekdanji hrvaški reprezentant že bori za svojo službo. Da mu ura že nevarno tiktaka, se Kovač zaveda.","","https://www.nogomania.com/Novice.aspx?pid=68"
"1541626095-3165","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Dalić: Zaslužili smo si naslov","18","Hrvaški selektor Zlatko Dalić je navkljub porazu v finalu z velikim ponosom potegnil črto pod najbolj nepozaben mesec v zgodovini hrvaškega nogometa in hrvaške reprezentance.","","https://www.nogomania.com/Novice.aspx?pid=237"
"1541626150-3297","https://www.nogomania.com/Novice.aspx","Evropske lige","Juventus potrdil: cena za Ronalda 112 milijonov evrov","8","Torinski Juventus je na svojih uradnih kanalih razkril vse številke prestopa Cristiana Ronalda. Real bo prejel 100 milijonov evrov, 12 milijonov pa bo šlo v solidarnostne prispevke.","","https://www.nogomania.com/Novice.aspx?pid=248"
"1541625610-2138","https://www.nogomania.com/Novice.aspx","Evropski pokali","Žreb lige Europa: Salzburg in Leipzig v isti skupini","4","Žreb skupin lige Europa je prinesel zanimiv razplet, saj bosta v isti skupini nastopala Salzburg in Leipzig, ki izhajata iz iste ""družine"". Lahek žreb za Chelsea, Trnava z Dinamom, Fenerbahčejem in Anderlechtom.","","https://www.nogomania.com/Novice.aspx?pid=147"
"1541626234-3470","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=263"
"1541626019-3008","https://www.nogomania.com/Novice.aspx","Evropske lige","Finale španskega superpokala v Maroku","0","Španska nogometna zveza je sporočila, da bo v letošnji sezoni superpokalnega zmagovalca določila ena tekma, ta pa bo odigrana v Tangierju v Maroku.","","https://www.nogomania.com/Novice.aspx?pid=223"
"1541625987-2946","https://www.nogomania.com/Novice.aspx","Evropske lige","Boateng se dogovarja s PSG","4","Bayern se s PSG še ni začel pogovarjati glede prestopa Jeroma Boatenga, je pa nemški reprezentančni branilec preko svojih zastopnikov že v stiku s francoskim prvakom.","","https://www.nogomania.com/Novice.aspx?pid=217"
"1541626293-3591","https://www.nogomania.com/Novice.aspx","Evropske lige","Bo Napoli kupil kar dva vratarja Udineseja?","5","Italijanski Napoli je po poročanju Gazzette dello Sport pripravljen kupiti kar dva vratarja Udineseja in sicer mladega bisera Alexa Mereta ter izkušenega Grka Orestisa Karnezisa.","","https://www.nogomania.com/Novice.aspx?pid=274"
"1541626001-2978","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Gattuso: Bonucci hoče oditi iz Milana","10","Trener AC Milana Gennaro Gattuso priznava, da mu je Leonardo Bonucci priznal, da si želi zapustiti klub. Branilec ima v igri dve opciji, prva je Manchester United, druga pa celo povratek v Juventus.","","https://www.nogomania.com/Novice.aspx?pid=220"
"1541625758-2443","https://www.nogomania.com/Novice.aspx","Evropske lige","Italija: Pregled zadnjega dne mercata","3","Na zadnji dan prestopnega roka v Italiji se je zgodilo kar nekaj zanimivih premikov. Pomembne okrepitve so dobili v Torinu, Sampdorii, Atalanti in Udineseju, za vas pa smo zbrali vrhunce zadnjega dne mercata.","","https://www.nogomania.com/Novice.aspx?pid=174"
"1541625564-2047","https://www.nogomania.com/Novice.aspx","Evropske lige","Handanović prepričljivo največji zaslužkar","10","Juventus je še naprej krepko najbolj potrošen glede plač. Ronaldo je prepričljivo največji zaslužkar med igralci, Allegri pa med trenerji. Samir Handanovič brani za 3,2 milijona evrov na leto.","","https://www.nogomania.com/Novice.aspx?pid=139"
"1541626298-3598","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Korejci v solzah spoznali, da so izpadli","0","Vratar Južne Koreje Hyun-woo Cho je priznal, da je po zmagi proti Nemčiji zajokal, ker se je šele po koncu tekme zavedel, da je Južna Koreja navkljub veliki zmagi izpadla iz turnirja.","","https://www.nogomania.com/Novice.aspx?pid=275"
"1541625967-2893","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=213"
"1541625682-2286","https://www.nogomania.com/Novice.aspx","Evropske lige","Mihajlović gre po pravico na CAS","1","Siniša Mihajlović je še vedno jezen na novo vodstvo Sportinga, ker ga je odslovilo samo nekaj dni po podpisu pogodbe. Svojo pravico bo iskal na Mednarodnem športnem razsodišču.","","https://www.nogomania.com/Novice.aspx?pid=160"
"1541625337-1554","https://www.nogomania.com/Novice.aspx","Evropske lige","Sarr tarča londonskega Arsenala","1","Ismailla Sarr je zimska tarča Arsenala, ki si želi še dodatno okrepiti napad. 20-letni Senegalec je vzhajajoča zvezda francoskega Rennesa, krilni napadalec pa že pleni pozornost evropskih ekip.","","https://www.nogomania.com/Novice.aspx?pid=96"
"1541626293-3594","https://www.nogomania.com/Novice.aspx","Mednarodni nogomet","Bo Srbija izgubila Kolarova in Matića?","1","Po izpadu Srbije s svetovnega prvenstva o upokojitvi razmišljata dva ključna igralca. Izkušena Aleksandar Kolarov in Nemanja Matić še ne vesta, kako naprej.","","https://www.nogomania.com/Novice.aspx?pid=274"
"1541626047-3067","https://www.nogomania.com/Novice.aspx","Evropske lige","Adam: Shaqiri je zatajil na vseh velikih tekmah","17","Izkušeni vezist Stoke Cityja Charlie Adam je Liverpool posvaril, da je Švicar Xherdan Shaqiri v Stoku vselej zatajil, ko ga je ekipa najbolj potrebovala.","","https://www.nogomania.com/Novice.aspx?pid=228"
"1541626092-3161","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=236"
"1541625084-1085","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=55"
"1541625625-2161","https://www.nogomania.com/Novice.aspx","Evropski pokali","Igralec sezone je Luka Modrić!","18","UEFA je nagradila najboljše posameznike v minuli sezoni. Priznanje predsednika Čeferina je prejel David Beckham, igralec sezone je postal Luka Modrić, priznanja po igralnih položajih vsa v roke igralcev Reala.","","https://www.nogomania.com/Novice.aspx?pid=149"
"1541625412-1731","https://www.nogomania.com/Novice.aspx","null","null","null","null","","https://www.nogomania.com/Novice.aspx?pid=111"
"1541625230-1329","https://www.nogomania.com/Novice.aspx","Evropske lige","Barcelona pokazala svoj pravi obraz","32","Barcelona je s sijajno predstavo v Londonu s 4:2 premagala Tottenham, ki pa je kljub temu Kataloncev uspel na trenutke stisniti ob zid. Dva gola genialnega Lionela Messija, hat-trick asistenc Jordija Albe!","","https://www.nogomania.com/Novice.aspx?pid=76"
"1541624932-545","https://www.nogomania.com/Novice.aspx","Evropske lige","La Liga: Barcelona z najvišjo prednostjo","34","Barcelona ima po današnjem remiju Seville v San Sebastianu najvišjo prednost v dosedanjem poteku sezone v španski La Ligi. Villarreal in Valencia ostajata v globokem krču.","","https://www.nogomania.com/Novice.aspx?pid=7"
"1541625669-2251","https://www.nogomania.com/Novice.aspx","Evropske lige","La Liga: Galaktiki slavili v zibelki Katalonije","39","Real iz Madrida je hitro prebrodil začetne težave v Gironi in se na koncu veselil visoke zmage s 4:1. Valencia klavrno pogorela na gostovanju pri Espanyolu, Sevilla in Villarreala remizirala brez zadetkov.","","https://www.nogomania.com/Novice.aspx?pid=157"
